                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     81,                 1.0601,                 0.7824,                 1.2537,                 1.1177,                0.86036,                 1.2548,                0.69258,                0.70875,                0.70423,                0.38709,                 1.4963,                 1.2249,                 1.9584,                  1.527,                 1.2874,                 1.9662,             0.00015558,             0.00015558,             0.00015558
                     82,                 1.0508,                0.77671,                 1.2507,                 1.0978,                0.85613,                 1.2454,                0.72832,                0.67831,                0.70697,                0.38953,                 1.4913,                 1.0537,                 1.9574,                 1.5215,                 1.1013,                 1.9623,             0.00014851,             0.00014851,             0.00014851
                     83,                 1.0382,                0.76083,                 1.2449,                 1.0928,                0.83468,                 1.2461,                0.67014,                0.70932,                0.68343,                0.37767,                 1.5099,                 1.2322,                 2.0088,                 1.5489,                 1.2794,                 2.0105,             0.00014144,             0.00014144,             0.00014144
                     84,                 1.0336,                0.75222,                  1.248,                 1.0862,                 0.8239,                 1.2481,                0.70751,                0.67995,                 0.6969,                0.38985,                 1.4866,                 1.2035,                  1.953,                 1.5182,                 1.2627,                 1.9649,             0.00013437,             0.00013437,             0.00013437
                     85,                 1.0642,                0.77229,                 1.2572,                 1.1147,                0.84584,                 1.2553,                 0.7441,                0.68104,                0.71978,                0.40577,                 1.4554,                 1.0362,                 1.9094,                 1.4895,                   1.08,                 1.9195,             0.00012731,             0.00012731,             0.00012731
                     86,                 1.0189,                0.74511,                  1.236,                 1.0663,                0.81688,                 1.2368,                0.70569,                0.70081,                0.71688,                0.40748,                 1.4665,                 1.1028,                 1.9526,                 1.4921,                 1.1828,                 1.9473,             0.00012024,             0.00012024,             0.00012024
                     87,                 1.0526,                0.73965,                 1.2437,                 1.1089,                0.80698,                 1.2427,                0.66436,                0.73171,                0.69021,                0.39104,                   1.44,                 1.1785,                  1.897,                 1.4644,                 1.2439,                 1.9074,             0.00011317,             0.00011317,             0.00011317
                     88,                 1.0509,                0.75328,                  1.248,                 1.1036,                0.81025,                 1.2462,                0.69048,                0.71244,                0.68826,                0.38956,                 1.4688,                 1.1213,                 1.9526,                 1.5015,                 1.1667,                 1.9654,              0.0001061,              0.0001061,              0.0001061
                     89,                  1.039,                0.75274,                 1.2394,                 1.0962,                0.82389,                 1.2392,                0.70925,                0.68779,                0.70465,                0.39072,                 1.5141,                 1.1743,                 2.0189,                 1.5546,                 1.1858,                 2.0285,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                 1.0083,                 0.7352,                 1.2311,                 1.0612,                0.79719,                 1.2287,                0.70787,                0.66627,                0.69834,                0.38446,                 1.5107,                 1.3388,                 2.0085,                 1.5341,                 1.3333,                 2.0162,             9.1963e-05,             9.1963e-05,             9.1963e-05
