                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     80,                 1.1003,                0.80095,                 1.2732,                 1.1845,                0.83781,                 1.2779,                0.74102,                0.66385,                0.73248,                0.41831,                 1.5659,                 1.0887,                 2.0872,                 1.5918,                 1.1255,                 2.0675,             0.00034643,             0.00034643,             0.00034643
                     81,                 1.0964,                0.79582,                  1.276,                 1.1668,                0.83828,                 1.2754,                0.72559,                0.63735,                0.68016,                0.38896,                  1.566,                 1.2573,                 2.0703,                 1.5857,                 1.3294,                 2.0504,             0.00034172,             0.00034172,             0.00034172
                     82,                  1.092,                0.81178,                 1.2793,                 1.1587,                0.85041,                 1.2799,                0.71297,                   0.63,                0.68819,                0.40617,                 1.5661,                 1.3616,                  2.115,                 1.6045,                  1.417,                 2.1111,             0.00033701,             0.00033701,             0.00033701
                     83,                 1.0968,                0.79831,                 1.2804,                  1.172,                0.83437,                 1.2845,                  0.683,                0.67869,                0.66527,                0.37951,                 1.5214,                 1.2906,                 2.0627,                 1.5371,                 1.3826,                  2.047,              0.0003323,              0.0003323,              0.0003323
                     84,                 1.0777,                0.79463,                 1.2783,                 1.1551,                0.82657,                 1.2868,                0.66786,                0.66626,                0.66176,                0.37613,                 1.5698,                 1.5576,                 2.1134,                 1.5759,                 1.6259,                 2.0896,             0.00032758,             0.00032758,             0.00032758
                     85,                 1.0749,                0.79181,                  1.267,                 1.1507,                0.83033,                 1.2751,                0.73831,                0.66213,                0.70521,                0.39537,                 1.5691,                 1.2074,                 2.1148,                 1.5943,                 1.2315,                 2.1018,             0.00032287,             0.00032287,             0.00032287
                     86,                 1.0747,                0.77938,                 1.2664,                  1.139,                0.81908,                 1.2685,                0.74216,                0.65667,                0.71654,                0.41287,                 1.5518,                 1.1985,                  2.113,                 1.5747,                 1.2305,                  2.103,             0.00031816,             0.00031816,             0.00031816
                     87,                 1.0653,                0.76492,                 1.2525,                 1.1341,                0.80999,                 1.2569,                 0.7007,                 0.6444,                0.68627,                0.38191,                 1.5867,                 1.2902,                 2.1469,                 1.6088,                 1.3014,                   2.13,             0.00031345,             0.00031345,             0.00031345
                     88,                 1.0661,                0.77736,                 1.2718,                  1.139,                0.82714,                 1.2737,                0.73846,                0.66753,                0.72788,                0.41029,                 1.5709,                 1.2209,                 2.1344,                 1.5941,                 1.2543,                 2.1201,             0.00030873,             0.00030873,             0.00030873
                     89,                 1.0659,                0.77914,                 1.2673,                 1.1375,                0.81384,                  1.272,                0.68827,                0.67111,                0.72221,                0.41067,                 1.5545,                 1.0873,                  2.123,                 1.5879,                 1.1639,                 2.1257,             0.00030402,             0.00030402,             0.00030402
                     90,                  1.035,                0.75087,                 1.2498,                 1.1047,                0.78527,                 1.2604,                0.67432,                0.70928,                0.72322,                0.39644,                 1.5878,                 1.1235,                 2.1531,                 1.6171,                 1.1869,                 2.1572,             0.00029931,             0.00029931,             0.00029931
                     91,                 1.0607,                0.75681,                 1.2541,                 1.1299,                0.80091,                 1.2644,                  0.678,                0.69935,                0.71132,                0.39817,                 1.5881,                 1.3023,                 2.1333,                 1.6167,                 1.3381,                 2.1383,              0.0002946,              0.0002946,              0.0002946
                     92,                 1.0428,                0.73645,                 1.2545,                 1.1057,                 0.7771,                 1.2609,                0.64788,                0.70844,                0.67463,                0.37958,                 1.6026,                 1.3503,                  2.148,                 1.6301,                 1.4011,                 2.1478,             0.00028988,             0.00028988,             0.00028988
                     93,                 1.0287,                0.74322,                 1.2387,                 1.0933,                0.78871,                 1.2449,                0.68913,                0.68797,                0.72389,                0.40786,                 1.5823,                 1.2394,                 2.1344,                  1.614,                 1.2943,                 2.1173,             0.00028517,             0.00028517,             0.00028517
                     94,                  1.027,                0.73169,                 1.2433,                 1.0953,                0.77518,                 1.2503,                0.73562,                0.65486,                0.73498,                0.41326,                 1.5591,                 1.2753,                 2.1127,                 1.5864,                 1.3172,                 2.0975,             0.00028046,             0.00028046,             0.00028046
                     95,                 1.0251,                 0.7276,                 1.2431,                 1.0856,                 0.7749,                 1.2504,                0.68812,                 0.6858,                0.69489,                0.39542,                 1.5404,                  1.324,                 2.0737,                 1.5569,                 1.3583,                 2.0538,             0.00027575,             0.00027575,             0.00027575
                     96,                 1.0234,                0.73056,                 1.2405,                  1.091,                0.76804,                 1.2469,                0.71567,                0.70436,                0.72146,                0.40297,                 1.5379,                 1.0957,                 2.0776,                 1.5749,                 1.1141,                 2.0879,             0.00027103,             0.00027103,             0.00027103
                     97,                 1.0001,                0.71534,                 1.2331,                 1.0616,                0.75843,                  1.239,                0.69861,                0.69568,                0.70263,                0.39718,                 1.5812,                 1.2352,                 2.1397,                 1.6098,                 1.2531,                 2.1382,             0.00026632,             0.00026632,             0.00026632
                     98,                   1.03,                0.71282,                 1.2405,                 1.0976,                0.74216,                 1.2421,                0.72946,                0.67348,                0.72591,                0.41161,                 1.5573,                  1.103,                 2.1275,                 1.5829,                 1.1582,                 2.1223,             0.00026161,             0.00026161,             0.00026161
                     99,                 1.0148,                0.72175,                 1.2376,                 1.0744,                0.76793,                 1.2391,                  0.696,                0.70248,                0.70826,                0.39099,                 1.6053,                 1.1097,                 2.2131,                 1.6208,                 1.1722,                 2.1905,              0.0002569,              0.0002569,              0.0002569
