                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     70,                0.88119,                0.76416,                 1.2034,                0.96316,                0.84017,                 1.2193,                0.70769,                0.66556,                0.72603,                0.41649,                 1.3829,                 1.0893,                 1.6171,                  1.433,                 1.1429,                 1.6274,             0.00039356,             0.00039356,             0.00039356
                     71,                0.89166,                0.75926,                  1.222,                0.97533,                0.82103,                 1.2392,                0.74424,                0.68004,                0.74501,                0.43159,                 1.3676,                 1.0482,                 1.6122,                 1.4202,                  1.095,                 1.6026,             0.00038884,             0.00038884,             0.00038884
                     72,                 0.8529,                0.71363,                 1.1932,                0.94243,                0.77312,                 1.2136,                 0.7409,                0.69926,                0.76272,                0.45078,                 1.3421,                0.99552,                 1.5778,                 1.3803,                 1.0483,                 1.5788,             0.00038413,             0.00038413,             0.00038413
                     73,                0.86382,                0.73251,                 1.2121,                0.95119,                0.78583,                 1.2351,                0.71515,                0.71157,                0.75272,                0.43519,                 1.3754,                 1.0287,                 1.6082,                 1.4307,                 1.0705,                 1.6237,             0.00037942,             0.00037942,             0.00037942
                     74,                0.84855,                0.72749,                 1.1877,                0.92666,                0.78359,                   1.21,                0.74305,                0.71298,                0.77686,                0.45311,                  1.353,                0.95047,                 1.5863,                 1.3963,                 1.0118,                 1.6005,             0.00037471,             0.00037471,             0.00037471
                     75,                0.85272,                0.71649,                 1.1919,                0.93305,                0.75985,                 1.2156,                0.75711,                0.69901,                0.77135,                0.45489,                 1.3562,                0.97224,                 1.5969,                 1.4064,                 1.0036,                 1.6056,             0.00036999,             0.00036999,             0.00036999
                     76,                0.83239,                0.71981,                 1.1763,                0.91581,                0.76842,                 1.1964,                0.76045,                0.68678,                0.76969,                0.44163,                 1.3819,                0.97146,                 1.6133,                 1.4238,                 1.0187,                 1.6116,             0.00036528,             0.00036528,             0.00036528
                     77,                0.83625,                0.71736,                 1.1845,                0.90763,                0.77618,                  1.201,                0.72804,                0.66485,                0.74322,                0.43553,                 1.3569,                  1.046,                 1.6045,                 1.3989,                 1.0996,                 1.6001,             0.00036057,             0.00036057,             0.00036057
                     78,                0.84995,                0.70598,                 1.1944,                0.93215,                0.76135,                 1.2096,                0.69422,                0.71669,                0.75492,                0.43661,                 1.3737,                 1.0577,                 1.6264,                 1.4228,                 1.1032,                 1.6297,             0.00035586,             0.00035586,             0.00035586
                     79,                0.84213,                0.70643,                 1.1902,                0.92366,                 0.7607,                 1.2145,                0.74262,                0.69345,                0.75497,                0.44616,                 1.3604,                 1.0144,                 1.6284,                 1.4015,                 1.0724,                 1.6154,             0.00035115,             0.00035115,             0.00035115
                     80,                0.83858,                0.70929,                 1.1819,                0.92374,                0.76327,                 1.1992,                0.74086,                0.69994,                 0.7586,                0.44257,                 1.3621,                 1.0012,                  1.616,                 1.4069,                 1.0579,                 1.6153,             0.00034643,             0.00034643,             0.00034643
                     81,                 0.8255,                0.67374,                 1.1744,                0.90985,                0.70418,                 1.1922,                0.75946,                0.67919,                 0.7608,                0.43973,                 1.3804,                 1.0166,                 1.6381,                 1.4333,                 1.0738,                 1.6349,             0.00034172,             0.00034172,             0.00034172
                     82,                0.82243,                  0.691,                 1.1669,                 0.8981,                0.74155,                  1.189,                  0.755,                0.69455,                0.76123,                0.44281,                  1.362,                0.99196,                 1.6221,                 1.4121,                 1.0488,                 1.6125,             0.00033701,             0.00033701,             0.00033701
                     83,                0.81133,                 0.6704,                 1.1646,                0.89564,                0.70792,                 1.1835,                0.74187,                0.70078,                0.76781,                0.44729,                 1.3639,                 1.0333,                 1.6417,                 1.4158,                 1.0669,                 1.6361,              0.0003323,              0.0003323,              0.0003323
                     84,                 0.8253,                0.68096,                 1.1725,                0.90087,                0.72359,                 1.1906,                0.70335,                0.73087,                0.75737,                 0.4451,                 1.3694,                 1.0071,                 1.6201,                  1.398,                 1.0932,                 1.6066,             0.00032758,             0.00032758,             0.00032758
                     85,                0.80999,                 0.6581,                 1.1576,                0.88802,                 0.7091,                 1.1765,                0.76342,                0.69964,                0.77056,                0.43924,                 1.4143,                 1.0023,                 1.6592,                 1.4543,                 1.0593,                 1.6467,             0.00032287,             0.00032287,             0.00032287
                     86,                0.80231,                0.65213,                 1.1464,                0.87502,                0.71954,                 1.1626,                 0.7548,                0.71277,                0.77193,                0.44484,                 1.3583,                0.98364,                 1.6186,                 1.4184,                 1.0478,                 1.6301,             0.00031816,             0.00031816,             0.00031816
