                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                0.77681,                0.54391,                 1.0892,                0.86676,                0.57741,                 1.1079,                0.76908,                0.74812,                0.78696,                0.45711,                 1.3609,                 1.0053,                 1.5342,                 1.4232,                 1.1503,                 1.5383,               0.007228,               0.007228,               0.007228
                     87,                0.77763,                0.54103,                 1.0891,                0.86295,                0.58093,                 1.1124,                0.78228,                0.73733,                0.78926,                0.45801,                   1.36,                 1.0076,                 1.5356,                 1.4277,                 1.1429,                 1.5423,               0.007195,               0.007195,               0.007195
                     88,                 0.7682,                0.53662,                 1.0828,                0.85592,                0.57078,                 1.1042,                0.78453,                0.73016,                 0.7899,                0.45655,                 1.3579,                 1.0077,                 1.5353,                  1.423,                 1.1564,                 1.5403,               0.007162,               0.007162,               0.007162
                     89,                 0.7636,                0.53558,                 1.0822,                0.85127,                0.56677,                 1.1021,                0.77302,                0.74171,                0.79232,                0.45628,                 1.3598,                 1.0095,                 1.5393,                 1.4227,                 1.1463,                 1.5397,               0.007129,               0.007129,               0.007129
                     90,                 0.7646,                 0.5326,                  1.085,                0.85022,                0.56287,                 1.1039,                0.77569,                0.73618,                0.78938,                0.45713,                 1.3615,                 1.0048,                 1.5436,                  1.424,                 1.1484,                  1.539,               0.007096,               0.007096,               0.007096
                     91,                0.76505,                0.53616,                 1.0816,                0.85332,                0.56526,                 1.1034,                0.77755,                0.73034,                0.78778,                0.45573,                 1.3644,                 1.0072,                 1.5484,                 1.4227,                 1.1539,                 1.5446,               0.007063,               0.007063,               0.007063
                     92,                0.76444,                  0.533,                 1.0824,                0.85049,                0.56253,                 1.0995,                0.80907,                 0.7102,                0.78811,                0.45643,                 1.3634,                 1.0047,                 1.5491,                 1.4181,                 1.1496,                 1.5431,                0.00703,                0.00703,                0.00703
                     93,                0.75777,                0.52924,                 1.0806,                0.84453,                0.55187,                 1.1005,                0.78983,                0.73537,                0.78862,                 0.4565,                 1.3632,                 1.0093,                  1.551,                 1.4188,                 1.1522,                 1.5479,               0.006997,               0.006997,               0.006997
                     94,                0.75795,                0.53062,                 1.0785,                0.84733,                 0.5566,                  1.097,                0.78106,                0.74171,                0.79151,                0.45833,                 1.3626,                 1.0144,                 1.5505,                 1.4152,                 1.1599,                 1.5474,               0.006964,               0.006964,               0.006964
                     95,                0.76224,                0.52864,                 1.0831,                0.84831,                0.55485,                 1.1015,                0.76679,                0.74996,                0.78955,                0.45614,                 1.3627,                 1.0147,                 1.5503,                 1.4192,                 1.1631,                 1.5475,               0.006931,               0.006931,               0.006931
