                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     84,                 1.1105,                0.86633,                 1.3834,                 1.1654,                0.92401,                 1.3819,                0.68685,                0.68389,                0.72995,                0.42634,                 1.5914,                 1.5105,                 2.1655,                 1.6083,                 1.5267,                 2.1532,             0.00032758,             0.00032758,             0.00032758
                     85,                 1.1165,                0.88313,                 1.3923,                 1.1775,                0.95449,                 1.3926,                 0.6881,                0.69624,                0.69509,                0.39605,                 1.6336,                 1.2943,                 2.2529,                 1.6433,                 1.2695,                 2.2278,             0.00032287,             0.00032287,             0.00032287
                     86,                 1.0835,                0.85378,                 1.3563,                 1.1387,                0.92309,                 1.3513,                0.72028,                 0.7019,                0.74938,                0.42673,                 1.5898,                 1.1354,                 2.1812,                 1.6119,                 1.1269,                 2.1643,             0.00031816,             0.00031816,             0.00031816
                     87,                 1.1063,                0.86256,                 1.3679,                  1.173,                0.92988,                 1.3698,                0.71165,                0.67239,                 0.6822,                0.38538,                 1.6001,                 1.4464,                 2.1881,                 1.6133,                 1.3935,                 2.1634,             0.00031345,             0.00031345,             0.00031345
                     88,                 1.0947,                0.84741,                 1.3708,                 1.1542,                0.91023,                 1.3696,                0.66008,                0.70939,                0.70492,                0.40352,                 1.5772,                 1.3239,                 2.1559,                 1.5945,                 1.2865,                 2.1478,             0.00030873,             0.00030873,             0.00030873
                     89,                  1.082,                0.83405,                 1.3535,                 1.1493,                0.88299,                 1.3618,                0.69066,                0.70725,                0.71117,                0.40584,                 1.5885,                 1.1975,                 2.1866,                 1.6076,                 1.1758,                 2.1736,             0.00030402,             0.00030402,             0.00030402
                     90,                 1.0572,                0.80998,                 1.3388,                 1.1149,                 0.8637,                 1.3373,                0.69427,                0.66438,                0.70799,                0.40169,                 1.5605,                  1.395,                 2.1449,                 1.5853,                 1.3608,                 2.1463,             0.00029931,             0.00029931,             0.00029931
                     91,                 1.0575,                0.80896,                 1.3447,                 1.1038,                0.87039,                 1.3393,                0.65778,                0.69724,                0.69052,                0.39768,                 1.5655,                 1.2708,                  2.146,                  1.562,                 1.2531,                 2.1271,              0.0002946,              0.0002946,              0.0002946
                     92,                 1.0667,                0.79238,                 1.3369,                 1.1284,                 0.8431,                 1.3422,                0.71459,                0.64511,                0.67192,                0.37674,                 1.5915,                 1.4023,                 2.1643,                 1.5949,                 1.3775,                 2.1331,             0.00028988,             0.00028988,             0.00028988
                     93,                 1.0661,                0.80796,                 1.3492,                 1.1182,                0.87446,                 1.3478,                0.71342,                0.64718,                0.69361,                0.39447,                 1.5885,                 1.2725,                 2.1668,                 1.6062,                 1.2585,                 2.1422,             0.00028517,             0.00028517,             0.00028517
                     94,                 1.0685,                0.81202,                  1.347,                 1.1187,                0.86894,                 1.3502,                0.71226,                0.68269,                0.69279,                0.38375,                  1.635,                 1.1052,                 2.2615,                 1.6402,                 1.1421,                 2.2196,             0.00028046,             0.00028046,             0.00028046
                     95,                 1.0535,                0.80498,                 1.3421,                 1.1055,                0.86432,                 1.3407,                0.68586,                0.68807,                0.68801,                0.39238,                 1.6114,                 1.1494,                 2.2334,                 1.6284,                 1.1666,                 2.2197,             0.00027575,             0.00027575,             0.00027575
                     96,                 1.0233,                0.76589,                  1.325,                 1.0865,                0.81791,                  1.328,                0.67999,                0.70086,                0.68866,                0.38842,                  1.594,                  1.329,                 2.2028,                 1.6051,                 1.3731,                 2.1833,             0.00027103,             0.00027103,             0.00027103
                     97,                 1.0345,                0.77472,                 1.3199,                 1.0922,                0.83186,                  1.326,                 0.6834,                0.67294,                0.67448,                0.38169,                 1.6068,                 1.4377,                 2.2189,                 1.6339,                 1.4478,                 2.2226,             0.00026632,             0.00026632,             0.00026632
                     98,                 1.0273,                0.76216,                 1.3229,                 1.0832,                0.81542,                 1.3242,                0.74688,                0.66407,                 0.7093,                 0.3944,                 1.6239,                 1.2208,                 2.2177,                 1.6401,                 1.2453,                  2.203,             0.00026161,             0.00026161,             0.00026161
                     99,                 1.0393,                0.77777,                  1.322,                  1.096,                0.83851,                 1.3273,                0.69358,                0.68655,                0.70682,                0.40196,                 1.5733,                 1.1771,                 2.1447,                 1.5898,                 1.2228,                 2.1391,              0.0002569,              0.0002569,              0.0002569
